Date,EEM,Gold,FTSE100,S&P500,Nikkei225,UST10Y
2010-03-19,29.69021224975586,108.27999877929688,5650.10009765625,1159.9000244140625,10824.7197265625,3.687000036239624
2010-03-23,30.007381439208984,108.31999969482422,5673.60009765625,1174.1700439453125,10774.150390625,3.680000066757202
2010-03-24,29.560497283935547,106.30000305175781,5677.89990234375,1167.719970703125,10815.0302734375,3.8289999961853027
2010-03-25,29.48119354248047,106.77999877929688,5727.7001953125,1165.72998046875,10828.849609375,3.9010000228881836
2010-03-26,29.625350952148438,108.58999633789062,5703.0,1166.5899658203125,10996.3701171875,3.8550000190734863
2010-03-29,30.158756256103516,108.75,5710.7001953125,1173.219970703125,10986.4697265625,3.864000082015991
2010-03-30,30.274076461791992,107.97000122070312,5672.2998046875,1173.27001953125,11097.1396484375,3.868000030517578
2010-03-31,30.360586166381836,108.94999694824219,5679.60009765625,1169.4300537109375,11089.9404296875,3.8329999446868896
2010-04-01,31.153474807739258,110.26000213623047,5744.89990234375,1178.0999755859375,11244.400390625,3.8589999675750732
2010-04-06,31.528297424316406,111.02999877929688,5780.39990234375,1189.43994140625,11282.3203125,3.9679999351501465
2010-04-07,31.254392623901367,112.48999786376953,5762.10009765625,1182.449951171875,11292.830078125,3.86299991607666
2010-04-08,31.362510681152344,112.6500015258789,5712.7001953125,1186.43994140625,11168.2001953125,3.8959999084472656
2010-04-09,31.557125091552734,113.63999938964844,5771.0,1194.3699951171875,11204.33984375,3.888000011444092
2010-04-12,31.304847717285156,113.01000213623047,5777.7001953125,1196.47998046875,11251.900390625,3.8459999561309814
2010-04-13,31.23996353149414,112.69000244140625,5761.7001953125,1197.300048828125,11161.23046875,3.811000108718872
2010-04-14,31.7012882232666,113.02999877929688,5796.2998046875,1210.6500244140625,11204.900390625,3.8550000190734863
2010-04-15,31.528297424316406,113.6500015258789,5825.0,1211.6700439453125,11273.7900390625,3.8480000495910645
2010-04-16,30.605648040771484,111.23999786376953,5744.0,1192.1300048828125,11102.1796875,3.7699999809265137
2010-04-19,30.483121871948242,111.1500015258789,5727.89990234375,1197.52001953125,10908.76953125,3.806999921798706
2010-04-20,30.843521118164062,111.45999908447266,5783.7001953125,1207.1700439453125,10900.6796875,3.805000066757202
2010-04-21,30.742603302001953,112.30999755859375,5723.39990234375,1205.93994140625,11090.0498046875,3.73799991607666
2010-04-22,30.872352600097656,111.83999633789062,5665.2998046875,1208.6700439453125,10949.08984375,3.7720000743865967
2010-04-23,31.038143157958984,113.19000244140625,5723.7001953125,1217.280029296875,10914.4599609375,3.816999912261963
2010-04-26,31.038143157958984,112.75,5753.89990234375,1212.050048828125,11165.7900390625,3.815000057220459
2010-04-27,29.928096771240234,114.62999725341797,5603.5,1183.7099609375,11212.66015625,3.690000057220459
2010-04-28,30.180376052856445,114.30999755859375,5586.60009765625,1191.3599853515625,10924.7900390625,3.7730000019073486
2010-04-30,30.31011390686035,115.36000061035156,5553.2998046875,1186.68994140625,11057.400390625,3.6630001068115234
2010-05-06,27.383625030517578,118.48999786376953,5261.0,1128.1500244140625,10695.6904296875,3.3980000019073486
2010-05-07,27.527790069580078,118.2699966430664,5123.0,1110.8800048828125,10364.58984375,3.428999900817871
2010-05-10,29.510019302368164,117.56999969482422,5387.39990234375,1159.72998046875,10530.7001953125,3.5390000343322754
2010-05-11,28.97662353515625,120.66000366210938,5334.2001953125,1155.7900390625,10411.099609375,3.5350000858306885
2010-05-12,29.33702278137207,121.4000015258789,5383.5,1171.6700439453125,10394.0302734375,3.566999912261963
2010-05-13,29.063119888305664,120.55999755859375,5433.7001953125,1157.43994140625,10620.5498046875,3.563999891281128
2010-05-14,28.46484375,120.37000274658203,5262.89990234375,1135.6800537109375,10462.509765625,3.441999912261963
2010-05-17,28.291854858398438,119.36000061035156,5262.5,1136.93994140625,10235.759765625,3.4719998836517334
2010-05-18,27.700788497924805,119.48999786376953,5307.2998046875,1120.800048828125,10242.6396484375,3.375999927520752
2010-05-19,27.434091567993164,116.62999725341797,5158.10009765625,1115.050048828125,10186.83984375,3.3589999675750732
2010-05-20,26.07175064086914,115.83999633789062,5073.10009765625,1071.5899658203125,10030.3095703125,3.2639999389648438
2010-05-21,26.91509437561035,115.22000122070312,5062.89990234375,1087.68994140625,9784.5400390625,3.200000047683716
2010-05-24,26.633981704711914,116.83999633789062,5069.60009765625,1073.6500244140625,9758.400390625,3.2269999980926514
2010-05-25,26.345657348632812,117.36000061035156,4940.7001953125,1074.030029296875,9459.8896484375,3.1579999923706055
2010-05-26,26.33124351501465,118.47000122070312,5038.10009765625,1067.949951171875,9522.66015625,3.2179999351501465
2010-05-27,27.924240112304688,118.69000244140625,5195.2001953125,1103.06005859375,9639.7197265625,3.3380000591278076
2010-05-28,27.462915420532227,118.87999725341797,5188.39990234375,1089.4100341796875,9762.98046875,3.3010001182556152
2010-06-01,26.95835304260254,119.91000366210938,5163.2998046875,1070.7099609375,9711.830078125,3.2960000038146973
2010-06-02,27.902620315551758,119.77999877929688,5151.2998046875,1098.3800048828125,9603.240234375,3.3340001106262207
2010-06-03,27.80169105529785,117.95999908447266,5211.2001953125,1102.8299560546875,9914.1904296875,3.378999948501587
2010-06-04,26.814184188842773,119.19000244140625,5126.0,1064.8800048828125,9901.1904296875,3.194999933242798
2010-06-07,26.396114349365234,121.48999786376953,5069.10009765625,1050.469970703125,9520.7998046875,3.184000015258789
2010-06-08,27.001590728759766,121.0,5028.2001953125,1062.0,9537.9404296875,3.1679999828338623
2010-06-09,26.85743522644043,120.55999755859375,5085.89990234375,1055.68994140625,9439.1298828125,3.187000036239624
2010-06-10,27.79448890686035,118.97000122070312,5132.5,1086.8399658203125,9542.650390625,3.319000005722046
2010-06-11,27.938650131225586,120.01000213623047,5163.7001953125,1091.5999755859375,9705.25,3.2160000801086426
2010-06-14,27.945858001708984,119.5999984741211,5202.10009765625,1089.6300048828125,9879.849609375,3.2750000953674316
2010-06-15,28.789209365844727,120.98999786376953,5217.7998046875,1115.22998046875,9887.8896484375,3.309999942779541
2010-06-16,28.789209365844727,120.33000183105469,5237.89990234375,1114.6099853515625,10067.150390625,3.2820000648498535
2010-06-17,28.645057678222656,121.9000015258789,5253.89990234375,1116.0400390625,9999.400390625,3.190000057220459
2010-06-18,28.774789810180664,122.83000183105469,5250.7998046875,1117.510009765625,9995.01953125,3.2230000495910645
2010-06-21,29.27215576171875,120.38999938964844,5299.10009765625,1113.199951171875,10238.009765625,3.243000030517578
2010-06-22,28.70992660522461,121.44999694824219,5247.0,1095.31005859375,10112.8896484375,3.1659998893737793
2010-06-23,28.783924102783203,120.94999694824219,5178.5,1092.0400390625,9923.7001953125,3.115000009536743
2010-06-24,28.276020050048828,121.30000305175781,5100.2001953125,1073.68994140625,9928.33984375,3.122999906539917
2010-06-25,28.609792709350586,122.76000213623047,5046.5,1076.760009765625,9737.48046875,3.11299991607666
2010-06-28,28.41388702392578,121.08999633789062,5071.7001953125,1074.5699462890625,9693.9404296875,3.0320000648498535
2010-06-29,27.26020050048828,121.2699966430664,4914.2001953125,1041.239990234375,9570.669921875,2.9670000076293945
2010-06-30,27.07880973815918,121.68000030517578,4916.89990234375,1030.7099609375,9382.6396484375,2.9509999752044678
2010-07-01,27.27471351623535,117.04000091552734,4805.7998046875,1027.3699951171875,9191.599609375,2.927000045776367
2010-07-02,27.390811920166016,118.48999786376953,4838.10009765625,1022.5800170898438,9203.7099609375,2.9790000915527344
2010-07-06,27.898714065551758,116.51000213623047,4965.0,1028.06005859375,9338.0400390625,2.931999921798706
2010-07-07,28.51546287536621,117.7300033569336,5014.7998046875,1060.27001953125,9279.650390625,2.9800000190734863
2010-07-08,28.6533260345459,117.20999908447266,5105.5,1070.25,9535.740234375,3.0199999809265137
2010-07-09,29.001602172851562,118.36000061035156,5132.89990234375,1077.9599609375,9585.3203125,3.055999994277954
2010-07-12,28.769411087036133,117.33999633789062,5167.0,1078.75,9548.1103515625,3.0460000038146973
2010-07-13,29.10318946838379,118.36000061035156,5271.0,1095.3399658203125,9537.23046875,3.114000082015991
2010-07-14,29.045133590698242,118.30000305175781,5253.5,1095.1700439453125,9795.240234375,3.049999952316284
2010-07-15,28.907276153564453,118.2300033569336,5211.2998046875,1096.47998046875,9685.5302734375,2.9779999256134033
2010-07-16,28.043840408325195,116.66999816894531,5158.89990234375,1064.8800048828125,9408.3603515625,2.938999891281128
2010-07-21,28.783924102783203,115.8499984741211,5214.60009765625,1069.5899658203125,9278.830078125,2.8919999599456787
2010-07-22,29.654634475708008,116.86000061035156,5313.7998046875,1093.6700439453125,9220.8798828125,2.931999921798706
2010-07-23,29.8577938079834,116.08999633789062,5312.60009765625,1102.6600341796875,9430.9599609375,2.99399995803833
2010-07-26,30.060962677001953,115.5199966430664,5351.10009765625,1115.010009765625,9503.66015625,2.99399995803833
2010-07-27,30.010168075561523,113.51000213623047,5365.7001953125,1113.8399658203125,9496.849609375,3.046999931335449
2010-07-28,29.843290328979492,113.77999877929688,5319.7001953125,1106.1300048828125,9753.26953125,3.000999927520752
2010-07-29,29.89408302307129,114.29000091552734,5314.0,1101.530029296875,9696.01953125,2.999000072479248
2010-07-30,30.03919792175293,115.48999786376953,5258.0,1101.5999755859375,9537.2998046875,2.9070000648498535
2010-08-02,30.815574645996094,115.54000091552734,5397.10009765625,1125.8599853515625,9570.3095703125,2.9630000591278076
2010-08-03,30.67045021057129,115.98999786376953,5396.5,1120.4599609375,9694.009765625,2.9140000343322754
2010-08-04,30.713985443115234,116.72000122070312,5386.2001953125,1127.239990234375,9489.33984375,2.9519999027252197
2010-08-05,30.57613182067871,116.9800033569336,5365.7998046875,1125.81005859375,9653.919921875,2.9149999618530273
2010-08-06,30.5325870513916,117.83999633789062,5332.39990234375,1121.6400146484375,9642.1201171875,2.8239998817443848
2010-08-09,30.692211151123047,117.4000015258789,5410.5,1127.7900390625,9572.490234375,2.822000026702881
2010-08-10,30.271373748779297,117.7300033569336,5376.39990234375,1121.06005859375,9551.0498046875,2.7809998989105225
2010-08-11,29.30634880065918,117.33999633789062,5245.2001953125,1089.469970703125,9292.849609375,2.684999942779541
2010-08-12,29.357139587402344,118.7699966430664,5266.10009765625,1083.6099853515625,9212.58984375,2.734999895095825
2010-08-13,29.51677131652832,118.73999786376953,5275.39990234375,1079.25,9253.4599609375,2.687999963760376
2010-08-16,29.792490005493164,119.7300033569336,5276.10009765625,1079.3800048828125,9196.669921875,2.575000047683716
2010-08-17,30.104503631591797,119.75,5350.60009765625,1092.5400390625,9161.6796875,2.6449999809265137
2010-08-18,30.08272361755371,120.22000122070312,5302.89990234375,1094.1600341796875,9240.5400390625,2.6410000324249268
2010-08-19,29.850534439086914,120.38999938964844,5211.2998046875,1075.6300048828125,9362.6796875,2.5789999961853027
2010-08-20,29.763469696044922,119.97000122070312,5195.2998046875,1071.68994140625,9179.3798828125,2.611999988555908
2010-08-23,29.495006561279297,119.77999877929688,5234.7998046875,1067.3599853515625,9116.6904296875,2.6070001125335693
2010-08-24,29.117704391479492,120.36000061035156,5156.0,1051.8699951171875,8995.1396484375,2.499000072479248
2010-08-25,28.929044723510742,121.36000061035156,5109.39990234375,1055.3299560546875,8845.3896484375,2.5380001068115234
2010-08-26,28.74765396118164,120.95999908447266,5155.7998046875,1047.219970703125,8906.48046875,2.499000072479248
2010-08-27,29.378908157348633,121.01000213623047,5201.60009765625,1064.5899658203125,8991.0595703125,2.6519999504089355
2010-08-31,29.066904067993164,122.08000183105469,5225.2001953125,1049.3299560546875,8824.0595703125,2.4769999980926514
2010-09-01,30.089984893798828,121.69000244140625,5366.39990234375,1080.2900390625,8927.01953125,2.5820000171661377
2010-09-02,30.140777587890625,122.29000091552734,5371.0,1090.0999755859375,9062.83984375,2.628000020980835
2010-09-03,30.496301651000977,121.86000061035156,5428.2001953125,1104.510009765625,9114.1298828125,2.7060000896453857
2010-09-07,30.053709030151367,122.69999694824219,5407.7998046875,1091.8399658203125,9226.0,2.6089999675750732
2010-09-08,30.380210876464844,122.70999908447266,5429.7001953125,1098.8699951171875,9024.599609375,2.6540000438690186
2010-09-09,30.554357528686523,121.55999755859375,5494.2001953125,1104.1800537109375,9098.3896484375,2.760999917984009
2010-09-10,30.663192749023438,121.7300033569336,5501.60009765625,1109.550048828125,9239.169921875,2.7950000762939453
2010-09-13,31.396034240722656,121.62000274658203,5565.5,1121.9000244140625,9321.8203125,2.740999937057495
2010-09-14,31.38152313232422,124.0199966430664,5567.39990234375,1121.0999755859375,9299.3095703125,2.6659998893737793
2010-09-16,31.265424728393555,124.62999725341797,5540.10009765625,1124.6600341796875,9509.5,2.759000062942505
2010-09-17,31.214635848999023,124.54000091552734,5508.5,1125.5899658203125,9626.08984375,2.746000051498413
2010-09-21,31.613704681396484,126.01000213623047,5576.2001953125,1139.780029296875,9602.1103515625,2.5940001010894775
2010-09-22,31.63547706604004,126.19999694824219,5551.89990234375,1134.280029296875,9566.3203125,2.5480000972747803
2010-09-24,32.01277542114258,126.69000244140625,5598.5,1148.6700439453125,9471.669921875,2.611999988555908
2010-09-27,31.95473861694336,126.72000122070312,5573.39990234375,1142.1600341796875,9603.1396484375,2.5169999599456787
2010-09-28,32.186912536621094,127.8499984741211,5578.39990234375,1147.699951171875,9495.759765625,2.4560000896453857
2010-09-29,32.29576110839844,127.94999694824219,5569.2998046875,1144.72998046875,9559.3798828125,2.50600004196167
2010-09-30,32.484405517578125,127.91000366210938,5548.60009765625,1141.199951171875,9369.349609375,2.5169999599456787
2010-10-01,32.96329879760742,128.91000366210938,5592.89990234375,1146.239990234375,9404.23046875,2.5260000228881836
2010-10-04,32.86172103881836,128.4600067138672,5556.0,1137.030029296875,9381.0595703125,2.4790000915527344
2010-10-05,33.456695556640625,130.99000549316406,5635.7998046875,1160.75,9518.759765625,2.4739999771118164
2010-10-06,33.44218826293945,131.80999755859375,5681.39990234375,1159.969970703125,9691.4296875,2.3989999294281006
2010-10-07,33.144683837890625,130.3699951171875,5662.10009765625,1158.06005859375,9684.8095703125,2.3959999084472656
2010-10-08,33.54376220703125,131.66000366210938,5657.60009765625,1165.1500244140625,9588.8798828125,2.38100004196167
2010-10-12,33.384124755859375,131.9600067138672,5661.60009765625,1169.77001953125,9388.6396484375,2.421999931335449
2010-10-13,34.00088882446289,134.07000732421875,5747.39990234375,1178.0999755859375,9403.509765625,2.430999994277954
2010-10-14,33.942840576171875,134.75,5727.2001953125,1173.81005859375,9583.509765625,2.494999885559082
2010-10-15,33.89930725097656,133.67999267578125,5703.39990234375,1176.18994140625,9500.25,2.5759999752044678
2010-10-18,33.913818359375,134.27999877929688,5742.5,1184.7099609375,9498.490234375,2.490999937057495
2010-10-19,32.83993911743164,130.11000061035156,5703.89990234375,1165.9000244140625,9539.4501953125,2.4749999046325684
2010-10-20,33.36236572265625,131.32000732421875,5728.89990234375,1178.1700439453125,9381.599609375,2.4700000286102295
2010-10-21,33.36236572265625,129.47000122070312,5757.89990234375,1180.260009765625,9376.48046875,2.5309998989105225
2010-10-22,33.39864730834961,129.72999572753906,5741.39990234375,1183.0799560546875,9426.7099609375,2.562999963760376
2010-10-25,33.76142883300781,130.85000610351562,5752.0,1185.6199951171875,9401.16015625,2.553999900817871
2010-10-26,33.7324104309082,130.8800048828125,5707.2998046875,1185.6400146484375,9377.3798828125,2.635999917984009
2010-10-27,33.15919494628906,129.52000427246094,5646.0,1182.449951171875,9387.0302734375,2.7119998931884766
2010-10-28,33.36962890625,131.24000549316406,5677.89990234375,1183.780029296875,9366.0302734375,2.6610000133514404
2010-10-29,33.46394729614258,132.6199951171875,5675.2001953125,1183.260009765625,9202.4501953125,2.611999988555908
2010-11-01,33.8339958190918,131.9199981689453,5694.60009765625,1184.3800048828125,9154.7197265625,2.628000020980835
2010-11-02,34.254852294921875,132.49000549316406,5757.39990234375,1193.5699462890625,9159.98046875,2.5940001010894775
2010-11-04,35.24889373779297,136.02999877929688,5862.7998046875,1221.06005859375,9358.7802734375,2.4839999675750732
2010-11-05,35.18358612060547,136.3800048828125,5875.39990234375,1225.8499755859375,9625.990234375,2.5360000133514404
2010-11-08,35.038475036621094,137.77999877929688,5850.0,1223.25,9732.919921875,2.562999963760376
2010-11-09,34.59586715698242,135.58999633789062,5875.2001953125,1213.4000244140625,9694.490234375,2.6589999198913574
2010-11-10,34.849815368652344,137.24000549316406,5816.89990234375,1218.7099609375,9830.51953125,2.6480000019073486
2010-11-11,34.508785247802734,137.66000366210938,5815.2001953125,1213.5400390625,9861.4599609375,2.6480000019073486
2010-11-12,33.67436599731445,133.69000244140625,5796.89990234375,1199.2099609375,9724.8095703125,2.75600004196167
2010-11-15,33.65986633300781,132.4199981689453,5820.39990234375,1197.75,9827.509765625,2.9110000133514404
2010-11-16,32.77463150024414,130.97000122070312,5681.89990234375,1178.3399658203125,9797.099609375,2.8469998836517334
2010-11-17,32.941524505615234,130.3800048828125,5692.60009765625,1178.5899658203125,9811.66015625,2.864000082015991
2010-11-18,33.725154876708984,132.08999633789062,5768.7001953125,1196.68994140625,10013.6298828125,2.9019999504089355
2010-11-19,33.746925354003906,132.1999969482422,5732.7998046875,1199.72998046875,10022.3896484375,2.875
2010-11-22,33.645347595214844,133.47999572753906,5680.7998046875,1197.8399658203125,10115.1904296875,2.812999963760376
2010-11-24,33.333343505859375,134.17999267578125,5657.10009765625,1198.3499755859375,10030.1103515625,2.9140000343322754
2010-11-26,32.50617980957031,133.11000061035156,5668.7001953125,1189.4000244140625,10039.5595703125,2.864000082015991
2010-11-29,32.760135650634766,133.50999450683594,5551.0,1187.760009765625,10125.990234375,2.822000026702881
2010-11-30,32.49166488647461,135.4199981689453,5528.2998046875,1180.550048828125,9937.0400390625,2.796999931335449
2010-12-01,33.42041015625,135.3800048828125,5642.5,1206.0699462890625,9988.0498046875,2.9639999866485596
2010-12-02,34.08069610595703,135.1999969482422,5767.60009765625,1221.530029296875,10168.51953125,3.0
2010-12-03,34.20404815673828,138.07000732421875,5745.2998046875,1224.7099609375,10178.3203125,3.0169999599456787
2010-12-06,34.14600372314453,139.11000061035156,5770.2998046875,1223.1199951171875,10167.23046875,2.940999984741211
2010-12-07,33.98637771606445,136.5,5808.5,1223.75,10141.099609375,3.1649999618530273
2010-12-08,33.76869201660156,134.7899932861328,5794.5,1228.280029296875,10232.330078125,3.2360000610351562
2010-12-09,33.65260696411133,135.3699951171875,5808.0,1233.0,10285.8798828125,3.2230000495910645
2010-12-10,33.80497741699219,135.41000366210938,5813.0,1240.4000244140625,10211.9501953125,3.2960000038146973
2010-12-13,34.02265548706055,136.0500030517578,5860.7998046875,1240.4599609375,10293.8896484375,3.2829999923706055
2010-12-14,34.07343292236328,136.17999267578125,5891.2001953125,1241.5899658203125,10316.76953125,3.4549999237060547
2010-12-15,33.521995544433594,134.6999969482422,5882.2001953125,1235.22998046875,10309.7802734375,3.5199999809265137
2010-12-16,33.6163215637207,133.80999755859375,5881.10009765625,1242.8699951171875,10311.2900390625,3.4769999980926514
2010-12-17,33.667110443115234,134.1999969482422,5871.7998046875,1243.9100341796875,10303.830078125,3.3299999237060547
2010-12-20,33.51474380493164,135.11000061035156,5891.60009765625,1247.0799560546875,10216.41015625,3.3489999771118164
2010-12-21,34.00395202636719,135.32000732421875,5951.7998046875,1254.5999755859375,10370.5302734375,3.3259999752044678
2010-12-22,34.1209602355957,135.0500030517578,5983.5,1258.8399658203125,10346.48046875,3.3459999561309814
2010-12-29,34.439300537109375,137.7100067138672,5996.39990234375,1259.780029296875,10344.5400390625,3.3410000801086426
2010-12-30,34.614891052246094,137.02999877929688,5971.0,1257.8800048828125,10228.919921875,3.36899995803833
2011-01-04,35.35387420654297,134.75,6013.89990234375,1270.199951171875,10398.099609375,3.3459999561309814
2011-01-05,35.26606750488281,134.3699951171875,6043.89990234375,1276.56005859375,10380.76953125,3.4830000400543213
2011-01-06,34.892921447753906,133.8300018310547,6019.5,1273.8499755859375,10529.759765625,3.4189999103546143
2011-01-07,34.57099533081055,133.5800018310547,5984.2998046875,1271.5,10541.0400390625,3.328000068664551
2011-01-11,34.578311920166016,134.91000366210938,6014.0,1274.47998046875,10510.6796875,3.3410000801086426
2011-01-12,35.27338790893555,135.4600067138672,6050.7001953125,1285.9599609375,10512.7998046875,3.3550000190734863
2011-01-13,34.966094970703125,134.0500030517578,6023.89990234375,1283.760009765625,10589.759765625,3.3010001182556152
2011-01-14,35.06852722167969,132.69000244140625,6002.10009765625,1293.239990234375,10499.0400390625,3.3329999446868896
2011-01-18,35.017303466796875,133.42999267578125,6056.39990234375,1295.02001953125,10518.98046875,3.364000082015991
2011-01-19,34.74659729003906,133.72000122070312,5976.7001953125,1281.9200439453125,10557.099609375,3.3369998931884766
2011-01-20,34.366119384765625,131.1999969482422,5867.89990234375,1280.260009765625,10437.3095703125,3.4590001106262207
2011-01-21,34.00762176513672,131.02999877929688,5896.2998046875,1283.3499755859375,10274.51953125,3.4159998893737793
2011-01-24,34.27101516723633,130.36000061035156,5943.89990234375,1290.8399658203125,10345.1103515625,3.4079999923706055
2011-01-25,34.06615447998047,130.10000610351562,5917.7001953125,1291.1800537109375,10464.419921875,3.319000005722046
2011-01-26,34.366119384765625,131.16000366210938,5969.2001953125,1296.6300048828125,10401.900390625,3.427999973297119
2011-01-27,34.24906921386719,127.93000030517578,5965.10009765625,1299.5400390625,10478.66015625,3.384999990463257
2011-01-28,33.166202545166016,130.27999877929688,5881.39990234375,1276.3399658203125,10360.33984375,3.3289999961853027
2011-01-31,33.51740646362305,129.8699951171875,5862.89990234375,1286.1199951171875,10237.919921875,3.378000020980835
2011-02-01,34.329551696777344,130.8000030517578,5957.7998046875,1307.5899658203125,10274.5,3.443000078201294
2011-02-02,34.07346725463867,130.4499969482422,6000.10009765625,1304.030029296875,10457.3603515625,3.489000082015991
2011-02-03,34.02956008911133,132.1999969482422,5983.2998046875,1307.0999755859375,10431.3603515625,3.5409998893737793
2011-02-04,34.02225112915039,131.66000366210938,5997.39990234375,1310.8699951171875,10543.51953125,3.6519999504089355
2011-02-07,34.06615447998047,131.67999267578125,6051.0,1319.050048828125,10592.0400390625,3.6440000534057617
2011-02-08,34.08078384399414,133.13999938964844,6091.2998046875,1324.5699462890625,10635.98046875,3.7249999046325684
