Price,S&P500,FTSE100,Nikkei225,EEM,Gold,UST10Y
Ticker,^GSPC,^FTSE,^N225,EEM,GLD,^TNX
Date,,,,,,
2010-01-29,1073.8699951171875,5188.5,10198.0400390625,27.592668533325195,105.95999908447266,3.6089999675750732
2010-02-01,1089.18994140625,5247.39990234375,10205.01953125,28.335100173950195,108.3499984741211,3.6540000438690186
2010-02-02,1103.3199462890625,5283.2998046875,10371.08984375,28.565753936767578,109.12999725341797,3.634999990463257
2010-02-03,1097.280029296875,5253.2001953125,10404.330078125,28.39997673034668,108.69999694824219,3.703000068664551
2010-02-04,1063.1099853515625,5139.2998046875,10355.98046875,27.116924285888672,104.37000274658203,3.609999895095825
2010-02-05,1066.18994140625,5060.89990234375,10057.08984375,26.814184188842773,104.68000030517578,3.5460000038146973
2010-02-08,1056.739990234375,5092.2998046875,9951.8203125,26.547483444213867,104.04000091552734,3.5920000076293945
2010-02-09,1070.52001953125,5111.7998046875,9932.900390625,27.41246223449707,105.41000366210938,3.632999897003174
2010-02-10,1068.1300048828125,5132.0,9963.990234375,27.340377807617188,105.12000274658203,3.694000005722046
2010-02-12,1075.510009765625,5142.5,10092.1904296875,27.707983016967773,107.04000091552734,3.693000078201294
2010-02-16,1094.8699951171875,5244.10009765625,10034.25,28.421592712402344,109.62000274658203,3.6640000343322754
2010-02-17,1099.510009765625,5276.60009765625,10306.830078125,28.52250099182129,109.25,3.742000102996826
2010-02-18,1106.75,5325.10009765625,10335.6904296875,28.630630493164062,109.9800033569336,3.802999973297119
2010-02-19,1109.1700439453125,5358.2001953125,10123.580078125,28.385557174682617,109.47000122070312,3.7820000648498535
2010-02-22,1108.010009765625,5352.10009765625,10400.4697265625,28.421592712402344,109.06999969482422,3.7990000247955322
2010-02-23,1094.5999755859375,5315.10009765625,10352.099609375,27.765653610229492,107.88999938964844,3.690999984741211
2010-02-24,1105.239990234375,5342.89990234375,10198.830078125,28.03235626220703,107.36000061035156,3.694999933242798
2010-02-25,1102.93994140625,5278.2001953125,10101.9599609375,27.80169105529785,108.30999755859375,3.6419999599456787
2010-02-26,1104.489990234375,5354.5,10126.0302734375,28.082815170288086,109.43000030517578,3.5950000286102295
2010-03-01,1115.7099609375,5405.89990234375,10172.0595703125,28.558555603027344,109.43000030517578,3.6059999465942383
2010-03-02,1118.31005859375,5484.10009765625,10221.83984375,28.88292121887207,111.0199966430664,3.614000082015991
2010-03-03,1118.7900390625,5533.2001953125,10253.1396484375,28.918954849243164,111.62999725341797,3.625
2010-03-04,1122.969970703125,5527.2001953125,10145.7197265625,28.767587661743164,110.83000183105469,3.6059999465942383
2010-03-05,1138.699951171875,5599.7998046875,10368.9599609375,29.51722526550293,110.80999755859375,3.681999921798706
2010-03-08,1138.5,5606.7001953125,10585.919921875,29.538848876953125,109.87999725341797,3.7079999446868896
2010-03-09,1140.449951171875,5602.2998046875,10567.650390625,29.70463752746582,109.72000122070312,3.7009999752044678
2010-03-10,1145.6099853515625,5640.60009765625,10563.919921875,29.913677215576172,108.47000122070312,3.7200000286102295
2010-03-11,1150.239990234375,5617.2998046875,10664.9501953125,29.92087745666504,108.5999984741211,3.7200000286102295
2010-03-12,1149.989990234375,5625.7001953125,10751.259765625,29.81997299194336,107.94999694824219,3.7100000381469727
2010-03-15,1150.510009765625,5593.89990234375,10751.98046875,29.603729248046875,108.36000061035156,3.7039999961853027
2010-03-16,1159.4599609375,5620.39990234375,10721.7099609375,29.985754013061523,110.4000015258789,3.6530001163482666
2010-03-17,1166.2099609375,5644.60009765625,10846.98046875,30.31011390686035,109.58999633789062,3.6419999599456787
2010-03-18,1165.8299560546875,5642.60009765625,10744.0302734375,30.0794620513916,110.33999633789062,3.671999931335449
2010-03-19,1159.9000244140625,5650.10009765625,10824.7197265625,29.69021224975586,108.27999877929688,3.687000036239624
2010-03-23,1174.1700439453125,5673.60009765625,10774.150390625,30.007381439208984,108.31999969482422,3.680000066757202
2010-03-24,1167.719970703125,5677.89990234375,10815.0302734375,29.560497283935547,106.30000305175781,3.8289999961853027
2010-03-25,1165.72998046875,5727.7001953125,10828.849609375,29.48119354248047,106.77999877929688,3.9010000228881836
2010-03-26,1166.5899658203125,5703.0,10996.3701171875,29.625350952148438,108.58999633789062,3.8550000190734863
2010-03-29,1173.219970703125,5710.7001953125,10986.4697265625,30.158756256103516,108.75,3.864000082015991
2010-03-30,1173.27001953125,5672.2998046875,11097.1396484375,30.274076461791992,107.97000122070312,3.868000030517578
2010-03-31,1169.4300537109375,5679.60009765625,11089.9404296875,30.360586166381836,108.94999694824219,3.8329999446868896
2010-04-01,1178.0999755859375,5744.89990234375,11244.400390625,31.153474807739258,110.26000213623047,3.8589999675750732
2010-04-06,1189.43994140625,5780.39990234375,11282.3203125,31.528297424316406,111.02999877929688,3.9679999351501465
2010-04-07,1182.449951171875,5762.10009765625,11292.830078125,31.254392623901367,112.48999786376953,3.86299991607666
2010-04-08,1186.43994140625,5712.7001953125,11168.2001953125,31.362510681152344,112.6500015258789,3.8959999084472656
2010-04-09,1194.3699951171875,5771.0,11204.33984375,31.557125091552734,113.63999938964844,3.888000011444092
2010-04-12,1196.47998046875,5777.7001953125,11251.900390625,31.304847717285156,113.01000213623047,3.8459999561309814
2010-04-13,1197.300048828125,5761.7001953125,11161.23046875,31.23996353149414,112.69000244140625,3.811000108718872
2010-04-14,1210.6500244140625,5796.2998046875,11204.900390625,31.7012882232666,113.02999877929688,3.8550000190734863
2010-04-15,1211.6700439453125,5825.0,11273.7900390625,31.528297424316406,113.6500015258789,3.8480000495910645
2010-04-16,1192.1300048828125,5744.0,11102.1796875,30.605648040771484,111.23999786376953,3.7699999809265137
2010-04-19,1197.52001953125,5727.89990234375,10908.76953125,30.483121871948242,111.1500015258789,3.806999921798706
2010-04-20,1207.1700439453125,5783.7001953125,10900.6796875,30.843521118164062,111.45999908447266,3.805000066757202
2010-04-21,1205.93994140625,5723.39990234375,11090.0498046875,30.742603302001953,112.30999755859375,3.73799991607666
2010-04-22,1208.6700439453125,5665.2998046875,10949.08984375,30.872352600097656,111.83999633789062,3.7720000743865967
2010-04-23,1217.280029296875,5723.7001953125,10914.4599609375,31.038143157958984,113.19000244140625,3.816999912261963
2010-04-26,1212.050048828125,5753.89990234375,11165.7900390625,31.038143157958984,112.75,3.815000057220459
2010-04-27,1183.7099609375,5603.5,11212.66015625,29.928096771240234,114.62999725341797,3.690000057220459
2010-04-28,1191.3599853515625,5586.60009765625,10924.7900390625,30.180376052856445,114.30999755859375,3.7730000019073486
2010-04-30,1186.68994140625,5553.2998046875,11057.400390625,30.31011390686035,115.36000061035156,3.6630001068115234
2010-05-06,1128.1500244140625,5261.0,10695.6904296875,27.383625030517578,118.48999786376953,3.3980000019073486
2010-05-07,1110.8800048828125,5123.0,10364.58984375,27.527790069580078,118.2699966430664,3.428999900817871
2010-05-10,1159.72998046875,5387.39990234375,10530.7001953125,29.510019302368164,117.56999969482422,3.5390000343322754
2010-05-11,1155.7900390625,5334.2001953125,10411.099609375,28.97662353515625,120.66000366210938,3.5350000858306885
2010-05-12,1171.6700439453125,5383.5,10394.0302734375,29.33702278137207,121.4000015258789,3.566999912261963
2010-05-13,1157.43994140625,5433.7001953125,10620.5498046875,29.063119888305664,120.55999755859375,3.563999891281128
2010-05-14,1135.6800537109375,5262.89990234375,10462.509765625,28.46484375,120.37000274658203,3.441999912261963
2010-05-17,1136.93994140625,5262.5,10235.759765625,28.291854858398438,119.36000061035156,3.4719998836517334
2010-05-18,1120.800048828125,5307.2998046875,10242.6396484375,27.700788497924805,119.48999786376953,3.375999927520752
2010-05-19,1115.050048828125,5158.10009765625,10186.83984375,27.434091567993164,116.62999725341797,3.3589999675750732
2010-05-20,1071.5899658203125,5073.10009765625,10030.3095703125,26.07175064086914,115.83999633789062,3.2639999389648438
2010-05-21,1087.68994140625,5062.89990234375,9784.5400390625,26.91509437561035,115.22000122070312,3.200000047683716
2010-05-24,1073.6500244140625,5069.60009765625,9758.400390625,26.633981704711914,116.83999633789062,3.2269999980926514
2010-05-25,1074.030029296875,4940.7001953125,9459.8896484375,26.345657348632812,117.36000061035156,3.1579999923706055
2010-05-26,1067.949951171875,5038.10009765625,9522.66015625,26.33124351501465,118.47000122070312,3.2179999351501465
2010-05-27,1103.06005859375,5195.2001953125,9639.7197265625,27.924240112304688,118.69000244140625,3.3380000591278076
2010-05-28,1089.4100341796875,5188.39990234375,9762.98046875,27.462915420532227,118.87999725341797,3.3010001182556152
2010-06-01,1070.7099609375,5163.2998046875,9711.830078125,26.95835304260254,119.91000366210938,3.2960000038146973
2010-06-02,1098.3800048828125,5151.2998046875,9603.240234375,27.902620315551758,119.77999877929688,3.3340001106262207
2010-06-03,1102.8299560546875,5211.2001953125,9914.1904296875,27.80169105529785,117.95999908447266,3.378999948501587
2010-06-04,1064.8800048828125,5126.0,9901.1904296875,26.814184188842773,119.19000244140625,3.194999933242798
2010-06-07,1050.469970703125,5069.10009765625,9520.7998046875,26.396114349365234,121.48999786376953,3.184000015258789
2010-06-08,1062.0,5028.2001953125,9537.9404296875,27.001590728759766,121.0,3.1679999828338623
2010-06-09,1055.68994140625,5085.89990234375,9439.1298828125,26.85743522644043,120.55999755859375,3.187000036239624
2010-06-10,1086.8399658203125,5132.5,9542.650390625,27.79448890686035,118.97000122070312,3.319000005722046
2010-06-11,1091.5999755859375,5163.7001953125,9705.25,27.938650131225586,120.01000213623047,3.2160000801086426
2010-06-14,1089.6300048828125,5202.10009765625,9879.849609375,27.945858001708984,119.5999984741211,3.2750000953674316
2010-06-15,1115.22998046875,5217.7998046875,9887.8896484375,28.789209365844727,120.98999786376953,3.309999942779541
2010-06-16,1114.6099853515625,5237.89990234375,10067.150390625,28.789209365844727,120.33000183105469,3.2820000648498535
2010-06-17,1116.0400390625,5253.89990234375,9999.400390625,28.645057678222656,121.9000015258789,3.190000057220459
2010-06-18,1117.510009765625,5250.7998046875,9995.01953125,28.774789810180664,122.83000183105469,3.2230000495910645
2010-06-21,1113.199951171875,5299.10009765625,10238.009765625,29.27215576171875,120.38999938964844,3.243000030517578
2010-06-22,1095.31005859375,5247.0,10112.8896484375,28.70992660522461,121.44999694824219,3.1659998893737793
2010-06-23,1092.0400390625,5178.5,9923.7001953125,28.783924102783203,120.94999694824219,3.115000009536743
2010-06-24,1073.68994140625,5100.2001953125,9928.33984375,28.276020050048828,121.30000305175781,3.122999906539917
2010-06-25,1076.760009765625,5046.5,9737.48046875,28.609792709350586,122.76000213623047,3.11299991607666
2010-06-28,1074.5699462890625,5071.7001953125,9693.9404296875,28.41388702392578,121.08999633789062,3.0320000648498535
2010-06-29,1041.239990234375,4914.2001953125,9570.669921875,27.26020050048828,121.2699966430664,2.9670000076293945
2010-06-30,1030.7099609375,4916.89990234375,9382.6396484375,27.07880973815918,121.68000030517578,2.9509999752044678
2010-07-01,1027.3699951171875,4805.7998046875,9191.599609375,27.27471351623535,117.04000091552734,2.927000045776367
2010-07-02,1022.5800170898438,4838.10009765625,9203.7099609375,27.390811920166016,118.48999786376953,2.9790000915527344
2010-07-06,1028.06005859375,4965.0,9338.0400390625,27.898714065551758,116.51000213623047,2.931999921798706
2010-07-07,1060.27001953125,5014.7998046875,9279.650390625,28.51546287536621,117.7300033569336,2.9800000190734863
2010-07-08,1070.25,5105.5,9535.740234375,28.6533260345459,117.20999908447266,3.0199999809265137
2010-07-09,1077.9599609375,5132.89990234375,9585.3203125,29.001602172851562,118.36000061035156,3.055999994277954
2010-07-12,1078.75,5167.0,9548.1103515625,28.769411087036133,117.33999633789062,3.0460000038146973
2010-07-13,1095.3399658203125,5271.0,9537.23046875,29.10318946838379,118.36000061035156,3.114000082015991
2010-07-14,1095.1700439453125,5253.5,9795.240234375,29.045133590698242,118.30000305175781,3.049999952316284
2010-07-15,1096.47998046875,5211.2998046875,9685.5302734375,28.907276153564453,118.2300033569336,2.9779999256134033
2010-07-16,1064.8800048828125,5158.89990234375,9408.3603515625,28.043840408325195,116.66999816894531,2.938999891281128
2010-07-21,1069.5899658203125,5214.60009765625,9278.830078125,28.783924102783203,115.8499984741211,2.8919999599456787
2010-07-22,1093.6700439453125,5313.7998046875,9220.8798828125,29.654634475708008,116.86000061035156,2.931999921798706
2010-07-23,1102.6600341796875,5312.60009765625,9430.9599609375,29.8577938079834,116.08999633789062,2.99399995803833
2010-07-26,1115.010009765625,5351.10009765625,9503.66015625,30.060962677001953,115.5199966430664,2.99399995803833
2010-07-27,1113.8399658203125,5365.7001953125,9496.849609375,30.010168075561523,113.51000213623047,3.046999931335449
2010-07-28,1106.1300048828125,5319.7001953125,9753.26953125,29.843290328979492,113.77999877929688,3.000999927520752
2010-07-29,1101.530029296875,5314.0,9696.01953125,29.89408302307129,114.29000091552734,2.999000072479248
2010-07-30,1101.5999755859375,5258.0,9537.2998046875,30.03919792175293,115.48999786376953,2.9070000648498535
2010-08-02,1125.8599853515625,5397.10009765625,9570.3095703125,30.815574645996094,115.54000091552734,2.9630000591278076
2010-08-03,1120.4599609375,5396.5,9694.009765625,30.67045021057129,115.98999786376953,2.9140000343322754
2010-08-04,1127.239990234375,5386.2001953125,9489.33984375,30.713985443115234,116.72000122070312,2.9519999027252197
2010-08-05,1125.81005859375,5365.7998046875,9653.919921875,30.57613182067871,116.9800033569336,2.9149999618530273
2010-08-06,1121.6400146484375,5332.39990234375,9642.1201171875,30.5325870513916,117.83999633789062,2.8239998817443848
2010-08-09,1127.7900390625,5410.5,9572.490234375,30.692211151123047,117.4000015258789,2.822000026702881
2010-08-10,1121.06005859375,5376.39990234375,9551.0498046875,30.271373748779297,117.7300033569336,2.7809998989105225
2010-08-11,1089.469970703125,5245.2001953125,9292.849609375,29.30634880065918,117.33999633789062,2.684999942779541
2010-08-12,1083.6099853515625,5266.10009765625,9212.58984375,29.357139587402344,118.7699966430664,2.734999895095825
2010-08-13,1079.25,5275.39990234375,9253.4599609375,29.51677131652832,118.73999786376953,2.687999963760376
2010-08-16,1079.3800048828125,5276.10009765625,9196.669921875,29.792490005493164,119.7300033569336,2.575000047683716
2010-08-17,1092.5400390625,5350.60009765625,9161.6796875,30.104503631591797,119.75,2.6449999809265137
2010-08-18,1094.1600341796875,5302.89990234375,9240.5400390625,30.08272361755371,120.22000122070312,2.6410000324249268
2010-08-19,1075.6300048828125,5211.2998046875,9362.6796875,29.850534439086914,120.38999938964844,2.5789999961853027
2010-08-20,1071.68994140625,5195.2998046875,9179.3798828125,29.763469696044922,119.97000122070312,2.611999988555908
2010-08-23,1067.3599853515625,5234.7998046875,9116.6904296875,29.495006561279297,119.77999877929688,2.6070001125335693
2010-08-24,1051.8699951171875,5156.0,8995.1396484375,29.117704391479492,120.36000061035156,2.499000072479248
2010-08-25,1055.3299560546875,5109.39990234375,8845.3896484375,28.929044723510742,121.36000061035156,2.5380001068115234
2010-08-26,1047.219970703125,5155.7998046875,8906.48046875,28.74765396118164,120.95999908447266,2.499000072479248
2010-08-27,1064.5899658203125,5201.60009765625,8991.0595703125,29.378908157348633,121.01000213623047,2.6519999504089355
2010-08-31,1049.3299560546875,5225.2001953125,8824.0595703125,29.066904067993164,122.08000183105469,2.4769999980926514
2010-09-01,1080.2900390625,5366.39990234375,8927.01953125,30.089984893798828,121.69000244140625,2.5820000171661377
2010-09-02,1090.0999755859375,5371.0,9062.83984375,30.140777587890625,122.29000091552734,2.628000020980835
2010-09-03,1104.510009765625,5428.2001953125,9114.1298828125,30.496301651000977,121.86000061035156,2.7060000896453857
2010-09-07,1091.8399658203125,5407.7998046875,9226.0,30.053709030151367,122.69999694824219,2.6089999675750732
2010-09-08,1098.8699951171875,5429.7001953125,9024.599609375,30.380210876464844,122.70999908447266,2.6540000438690186
2010-09-09,1104.1800537109375,5494.2001953125,9098.3896484375,30.554357528686523,121.55999755859375,2.760999917984009
2010-09-10,1109.550048828125,5501.60009765625,9239.169921875,30.663192749023438,121.7300033569336,2.7950000762939453
2010-09-13,1121.9000244140625,5565.5,9321.8203125,31.396034240722656,121.62000274658203,2.740999937057495
2010-09-14,1121.0999755859375,5567.39990234375,9299.3095703125,31.38152313232422,124.0199966430664,2.6659998893737793
2010-09-16,1124.6600341796875,5540.10009765625,9509.5,31.265424728393555,124.62999725341797,2.759000062942505
2010-09-17,1125.5899658203125,5508.5,9626.08984375,31.214635848999023,124.54000091552734,2.746000051498413
2010-09-21,1139.780029296875,5576.2001953125,9602.1103515625,31.613704681396484,126.01000213623047,2.5940001010894775
2010-09-22,1134.280029296875,5551.89990234375,9566.3203125,31.63547706604004,126.19999694824219,2.5480000972747803
2010-09-24,1148.6700439453125,5598.5,9471.669921875,32.01277542114258,126.69000244140625,2.611999988555908
2010-09-27,1142.1600341796875,5573.39990234375,9603.1396484375,31.95473861694336,126.72000122070312,2.5169999599456787
2010-09-28,1147.699951171875,5578.39990234375,9495.759765625,32.186912536621094,127.8499984741211,2.4560000896453857
2010-09-29,1144.72998046875,5569.2998046875,9559.3798828125,32.29576110839844,127.94999694824219,2.50600004196167
2010-09-30,1141.199951171875,5548.60009765625,9369.349609375,32.484405517578125,127.91000366210938,2.5169999599456787
2010-10-01,1146.239990234375,5592.89990234375,9404.23046875,32.96329879760742,128.91000366210938,2.5260000228881836
2010-10-04,1137.030029296875,5556.0,9381.0595703125,32.86172103881836,128.4600067138672,2.4790000915527344
2010-10-05,1160.75,5635.7998046875,9518.759765625,33.456695556640625,130.99000549316406,2.4739999771118164
2010-10-06,1159.969970703125,5681.39990234375,9691.4296875,33.44218826293945,131.80999755859375,2.3989999294281006
2010-10-07,1158.06005859375,5662.10009765625,9684.8095703125,33.144683837890625,130.3699951171875,2.3959999084472656
2010-10-08,1165.1500244140625,5657.60009765625,9588.8798828125,33.54376220703125,131.66000366210938,2.38100004196167
2010-10-12,1169.77001953125,5661.60009765625,9388.6396484375,33.384124755859375,131.9600067138672,2.421999931335449
2010-10-13,1178.0999755859375,5747.39990234375,9403.509765625,34.00088882446289,134.07000732421875,2.430999994277954
2010-10-14,1173.81005859375,5727.2001953125,9583.509765625,33.942840576171875,134.75,2.494999885559082
2010-10-15,1176.18994140625,5703.39990234375,9500.25,33.89930725097656,133.67999267578125,2.5759999752044678
2010-10-18,1184.7099609375,5742.5,9498.490234375,33.913818359375,134.27999877929688,2.490999937057495
2010-10-19,1165.9000244140625,5703.89990234375,9539.4501953125,32.83993911743164,130.11000061035156,2.4749999046325684
2010-10-20,1178.1700439453125,5728.89990234375,9381.599609375,33.36236572265625,131.32000732421875,2.4700000286102295
2010-10-21,1180.260009765625,5757.89990234375,9376.48046875,33.36236572265625,129.47000122070312,2.5309998989105225
2010-10-22,1183.0799560546875,5741.39990234375,9426.7099609375,33.39864730834961,129.72999572753906,2.562999963760376
2010-10-25,1185.6199951171875,5752.0,9401.16015625,33.76142883300781,130.85000610351562,2.553999900817871
2010-10-26,1185.6400146484375,5707.2998046875,9377.3798828125,33.7324104309082,130.8800048828125,2.635999917984009
2010-10-27,1182.449951171875,5646.0,9387.0302734375,33.15919494628906,129.52000427246094,2.7119998931884766
2010-10-28,1183.780029296875,5677.89990234375,9366.0302734375,33.36962890625,131.24000549316406,2.6610000133514404
2010-10-29,1183.260009765625,5675.2001953125,9202.4501953125,33.46394729614258,132.6199951171875,2.611999988555908
2010-11-01,1184.3800048828125,5694.60009765625,9154.7197265625,33.8339958190918,131.9199981689453,2.628000020980835
2010-11-02,1193.5699462890625,5757.39990234375,9159.98046875,34.254852294921875,132.49000549316406,2.5940001010894775
2010-11-04,1221.06005859375,5862.7998046875,9358.7802734375,35.24889373779297,136.02999877929688,2.4839999675750732
2010-11-05,1225.8499755859375,5875.39990234375,9625.990234375,35.18358612060547,136.3800048828125,2.5360000133514404
2010-11-08,1223.25,5850.0,9732.919921875,35.038475036621094,137.77999877929688,2.562999963760376
2010-11-09,1213.4000244140625,5875.2001953125,9694.490234375,34.59586715698242,135.58999633789062,2.6589999198913574
2010-11-10,1218.7099609375,5816.89990234375,9830.51953125,34.849815368652344,137.24000549316406,2.6480000019073486
2010-11-11,1213.5400390625,5815.2001953125,9861.4599609375,34.508785247802734,137.66000366210938,2.6480000019073486
2010-11-12,1199.2099609375,5796.89990234375,9724.8095703125,33.67436599731445,133.69000244140625,2.75600004196167
2010-11-15,1197.75,5820.39990234375,9827.509765625,33.65986633300781,132.4199981689453,2.9110000133514404
2010-11-16,1178.3399658203125,5681.89990234375,9797.099609375,32.77463150024414,130.97000122070312,2.8469998836517334
2010-11-17,1178.5899658203125,5692.60009765625,9811.66015625,32.941524505615234,130.3800048828125,2.864000082015991
2010-11-18,1196.68994140625,5768.7001953125,10013.6298828125,33.725154876708984,132.08999633789062,2.9019999504089355
2010-11-19,1199.72998046875,5732.7998046875,10022.3896484375,33.746925354003906,132.1999969482422,2.875
2010-11-22,1197.8399658203125,5680.7998046875,10115.1904296875,33.645347595214844,133.47999572753906,2.812999963760376
2010-11-24,1198.3499755859375,5657.10009765625,10030.1103515625,33.333343505859375,134.17999267578125,2.9140000343322754
2010-11-26,1189.4000244140625,5668.7001953125,10039.5595703125,32.50617980957031,133.11000061035156,2.864000082015991
2010-11-29,1187.760009765625,5551.0,10125.990234375,32.760135650634766,133.50999450683594,2.822000026702881
2010-11-30,1180.550048828125,5528.2998046875,9937.0400390625,32.49166488647461,135.4199981689453,2.796999931335449
2010-12-01,1206.0699462890625,5642.5,9988.0498046875,33.42041015625,135.3800048828125,2.9639999866485596
2010-12-02,1221.530029296875,5767.60009765625,10168.51953125,34.08069610595703,135.1999969482422,3.0
2010-12-03,1224.7099609375,5745.2998046875,10178.3203125,34.20404815673828,138.07000732421875,3.0169999599456787
2010-12-06,1223.1199951171875,5770.2998046875,10167.23046875,34.14600372314453,139.11000061035156,2.940999984741211
2010-12-07,1223.75,5808.5,10141.099609375,33.98637771606445,136.5,3.1649999618530273
2010-12-08,1228.280029296875,5794.5,10232.330078125,33.76869201660156,134.7899932861328,3.2360000610351562
2010-12-09,1233.0,5808.0,10285.8798828125,33.65260696411133,135.3699951171875,3.2230000495910645
2010-12-10,1240.4000244140625,5813.0,10211.9501953125,33.80497741699219,135.41000366210938,3.2960000038146973
2010-12-13,1240.4599609375,5860.7998046875,10293.8896484375,34.02265548706055,136.0500030517578,3.2829999923706055
2010-12-14,1241.5899658203125,5891.2001953125,10316.76953125,34.07343292236328,136.17999267578125,3.4549999237060547
2010-12-15,1235.22998046875,5882.2001953125,10309.7802734375,33.521995544433594,134.6999969482422,3.5199999809265137
2010-12-16,1242.8699951171875,5881.10009765625,10311.2900390625,33.6163215637207,133.80999755859375,3.4769999980926514
2010-12-17,1243.9100341796875,5871.7998046875,10303.830078125,33.667110443115234,134.1999969482422,3.3299999237060547
2010-12-20,1247.0799560546875,5891.60009765625,10216.41015625,33.51474380493164,135.11000061035156,3.3489999771118164
2010-12-21,1254.5999755859375,5951.7998046875,10370.5302734375,34.00395202636719,135.32000732421875,3.3259999752044678
2010-12-22,1258.8399658203125,5983.5,10346.48046875,34.1209602355957,135.0500030517578,3.3459999561309814
2010-12-29,1259.780029296875,5996.39990234375,10344.5400390625,34.439300537109375,137.7100067138672,3.3410000801086426
2010-12-30,1257.8800048828125,5971.0,10228.919921875,34.614891052246094,137.02999877929688,3.36899995803833
2011-01-04,1270.199951171875,6013.89990234375,10398.099609375,35.35387420654297,134.75,3.3459999561309814
2011-01-05,1276.56005859375,6043.89990234375,10380.76953125,35.26606750488281,134.3699951171875,3.4830000400543213
2011-01-06,1273.8499755859375,6019.5,10529.759765625,34.892921447753906,133.8300018310547,3.4189999103546143
2011-01-07,1271.5,5984.2998046875,10541.0400390625,34.57099533081055,133.5800018310547,3.328000068664551
2011-01-11,1274.47998046875,6014.0,10510.6796875,34.578311920166016,134.91000366210938,3.3410000801086426
2011-01-12,1285.9599609375,6050.7001953125,10512.7998046875,35.27338790893555,135.4600067138672,3.3550000190734863
2011-01-13,1283.760009765625,6023.89990234375,10589.759765625,34.966094970703125,134.0500030517578,3.3010001182556152
2011-01-14,1293.239990234375,6002.10009765625,10499.0400390625,35.06852722167969,132.69000244140625,3.3329999446868896
2011-01-18,1295.02001953125,6056.39990234375,10518.98046875,35.017303466796875,133.42999267578125,3.364000082015991
2011-01-19,1281.9200439453125,5976.7001953125,10557.099609375,34.74659729003906,133.72000122070312,3.3369998931884766
2011-01-20,1280.260009765625,5867.89990234375,10437.3095703125,34.366119384765625,131.1999969482422,3.4590001106262207
2011-01-21,1283.3499755859375,5896.2998046875,10274.51953125,34.00762176513672,131.02999877929688,3.4159998893737793
2011-01-24,1290.8399658203125,5943.89990234375,10345.1103515625,34.27101516723633,130.36000061035156,3.4079999923706055
2011-01-25,1291.1800537109375,5917.7001953125,10464.419921875,34.06615447998047,130.10000610351562,3.319000005722046
2011-01-26,1296.6300048828125,5969.2001953125,10401.900390625,34.366119384765625,131.16000366210938,3.427999973297119
2011-01-27,1299.5400390625,5965.10009765625,10478.66015625,34.24906921386719,127.93000030517578,3.384999990463257
2011-01-28,1276.3399658203125,5881.39990234375,10360.33984375,33.166202545166016,130.27999877929688,3.3289999961853027
2011-01-31,1286.1199951171875,5862.89990234375,10237.919921875,33.51740646362305,129.8699951171875,3.378000020980835
2011-02-01,1307.5899658203125,5957.7998046875,10274.5,34.329551696777344,130.8000030517578,3.443000078201294
2011-02-02,1304.030029296875,6000.10009765625,10457.3603515625,34.07346725463867,130.4499969482422,3.489000082015991
2011-02-03,1307.0999755859375,5983.2998046875,10431.3603515625,34.02956008911133,132.1999969482422,3.5409998893737793
2011-02-04,1310.8699951171875,5997.39990234375,10543.51953125,34.02225112915039,131.66000366210938,3.6519999504089355
2011-02-07,1319.050048828125,6051.0,10592.0400390625,34.06615447998047,131.67999267578125,3.6440000534057617
