,accuracy,loss,val_accuracy,val_loss
0,0.514833390712738,0.8628875017166138,0.5072992444038391,0.8930939435958862
1,0.49931538105010986,0.8364169001579285,0.4835766553878784,0.7011950016021729
2,0.5038794875144958,0.7478252053260803,0.5164233446121216,0.69422847032547
3,0.5061615705490112,0.7359094619750977,0.5328466892242432,0.6997811198234558
4,0.49931538105010986,0.7305100560188293,0.5273722410202026,0.706859290599823
5,0.49931538105010986,0.7600389122962952,0.5237226486206055,0.6966264843940735
6,0.5280693769454956,0.7136686444282532,0.5218977928161621,0.692316472530365
7,0.519853949546814,0.7261242270469666,0.472627729177475,0.7003229856491089
8,0.5134641528129578,0.7122182846069336,0.5218977928161621,0.6946241855621338
9,0.4997718036174774,0.7166486978530884,0.472627729177475,0.698467493057251
10,0.5230488181114197,0.7082758545875549,0.5218977928161621,0.6938034296035767
11,0.5239616632461548,0.698233962059021,0.5218977928161621,0.6922321319580078
12,0.5175718665122986,0.6969500184059143,0.5218977928161621,0.6927598714828491
13,0.49931538105010986,0.7043603658676147,0.45802921056747437,0.7056176662445068
14,0.5084436535835266,0.7066559791564941,0.5218977928161621,0.6923571825027466
15,0.5093564391136169,0.7041235566139221,0.5200729966163635,0.6921789050102234
16,0.5253309011459351,0.7057955265045166,0.46715328097343445,0.6966057419776917
17,0.500228226184845,0.7136401534080505,0.4708029329776764,0.7105867266654968
18,0.5426746010780334,0.6998396515846252,0.5237226486206055,0.6968625783920288
19,0.519853949546814,0.7048446536064148,0.46715328097343445,0.6963186264038086
20,0.5015974640846252,0.7113549113273621,0.5218977928161621,0.6928174495697021
21,0.48242810368537903,0.7196853756904602,0.4708029329776764,0.7087399959564209
22,0.515289843082428,0.7026592493057251,0.5237226486206055,0.6963381171226501
23,0.514833390712738,0.703324019908905,0.5273722410202026,0.7095345854759216
24,0.5134641528129578,0.7010353207588196,0.5218977928161621,0.6926901340484619
25,0.514833390712738,0.7028112411499023,0.5218977928161621,0.6924188137054443
