,accuracy,loss,val_accuracy,val_loss
0,0.48881790041923523,0.7618017196655273,0.5164233446121216,0.6978232264518738
1,0.5180283188819885,0.7301362156867981,0.5182482004165649,0.6925192475318909
2,0.4979461431503296,0.7283358573913574,0.5054744482040405,0.6919158101081848
3,0.519853949546814,0.7193936705589294,0.4635036587715149,0.7033337354660034
4,0.4988589584827423,0.7129026651382446,0.5182482004165649,0.698736310005188
5,0.5052487254142761,0.7141433358192444,0.543795645236969,0.6898865699768066
6,0.4988589584827423,0.7178115248680115,0.47445255517959595,0.7172754406929016
7,0.4869922399520874,0.7160175442695618,0.5346715450286865,0.6896152496337891
8,0.49292561411857605,0.7082533836364746,0.543795645236969,0.6902217268943787
9,0.5089000463485718,0.7044298648834229,0.5237226486206055,0.6897252202033997
10,0.5171154737472534,0.704159677028656,0.543795645236969,0.6899988055229187
11,0.5029667019844055,0.7086099982261658,0.47445255517959595,0.6940994262695312
12,0.5139206051826477,0.7123317122459412,0.4762773811817169,0.7224417924880981
13,0.4965769052505493,0.703810453414917,0.543795645236969,0.6904986500740051
14,0.5089000463485718,0.7003104090690613,0.543795645236969,0.6897425651550293
15,0.48562300205230713,0.7054052948951721,0.543795645236969,0.6916347742080688
16,0.5276129841804504,0.6944723129272461,0.5018247961997986,0.6937573552131653
17,0.4933820068836212,0.7012876272201538,0.543795645236969,0.6907434463500977
