,accuracy,loss,val_accuracy,val_loss
0,0.5079872012138367,0.7830780148506165,0.529197096824646,0.7086904048919678
1,0.5143769979476929,0.7389466166496277,0.48175182938575745,0.7041848301887512
2,0.4915563762187958,0.73615562915802,0.5072992444038391,0.6948177814483643
3,0.5052487254142761,0.7240736484527588,0.5200729966163635,0.6894533634185791
4,0.48881790041923523,0.7291027307510376,0.48905110359191895,0.6968715190887451
5,0.5052487254142761,0.7152456641197205,0.5218977928161621,0.6924750208854675
6,0.4924691915512085,0.7272372245788574,0.472627729177475,0.7261342406272888
7,0.5015974640846252,0.7147359848022461,0.5091241002082825,0.6929687857627869
8,0.5079872012138367,0.7071130275726318,0.5218977928161621,0.6958523392677307
9,0.4942948520183563,0.7135040760040283,0.46715328097343445,0.6995298266410828
10,0.5134641528129578,0.7074161171913147,0.5328466892242432,0.6897919178009033
11,0.5006846189498901,0.7095891237258911,0.49635037779808044,0.695284366607666
12,0.5120949149131775,0.7077347040176392,0.5182482004165649,0.6916701793670654
13,0.5066179633140564,0.7144699096679688,0.49817517399787903,0.7143833041191101
