,loss,mae,val_loss,val_mae
0,0.2928840219974518,0.37062329053878784,0.0011962478747591376,0.026769248768687248
1,0.06724239140748978,0.19610144197940826,0.0033736033365130424,0.046368636190891266
2,0.0274736937135458,0.12412639707326889,0.0008797935442999005,0.02385045774281025
3,0.027455098927021027,0.12543480098247528,0.0011603989405557513,0.025899622589349747
4,0.03681006655097008,0.14590317010879517,0.0003637632180470973,0.01461195107549429
5,0.05166443809866905,0.17037548124790192,0.002904389053583145,0.04847376048564911
6,0.04430539906024933,0.16088026762008667,0.0003642871743068099,0.01500815711915493
7,0.0357268825173378,0.14127641916275024,0.0004997940850444138,0.01711099222302437
8,0.023736622184515,0.11427073180675507,0.0003996472805738449,0.01558117475360632
9,0.018867619335651398,0.10237662494182587,0.00033532342058606446,0.014310021884739399
10,0.01602192595601082,0.09318607300519943,0.0004430829139892012,0.016542751342058182
11,0.013160113245248795,0.08459488302469254,0.00036148360231891274,0.015367664396762848
12,0.018011897802352905,0.0963088721036911,0.0008909348980523646,0.020984578877687454
13,0.014409390278160572,0.08782324939966202,0.0004427093081176281,0.016594357788562775
14,0.012297662906348705,0.07998619973659515,0.0005822984385304153,0.020306071266531944
15,0.011658535338938236,0.07787160575389862,0.0006513785920105875,0.02057860791683197
16,0.011194678954780102,0.07602483779191971,0.0002809923025779426,0.012740172445774078
17,0.010982992127537727,0.07732340693473816,0.00030984432669356465,0.013740825466811657
18,0.010590607300400734,0.07525604963302612,0.0002778915804810822,0.012246794067323208
19,0.009764846414327621,0.07305789738893509,0.00023950380273163319,0.011483749374747276
20,0.00783830601722002,0.06372230499982834,0.0003873260866384953,0.01580864191055298
21,0.006808789446949959,0.06114734336733818,0.00020918533846270293,0.010548264719545841
22,0.007736636325716972,0.0653427392244339,0.0002733970177359879,0.01238894835114479
23,0.007210345007479191,0.06381166726350784,0.0005114234518259764,0.01911064051091671
24,0.007212910335510969,0.06411627680063248,0.00030339331715367734,0.01299603283405304
25,0.00691990414634347,0.06282411515712738,0.0002209624944953248,0.010867482982575893
26,0.007204852998256683,0.064527228474617,0.0002925019070971757,0.013308673165738583
27,0.007168652024120092,0.06385445594787598,0.0005032725166529417,0.018473219126462936
28,0.006408833898603916,0.060369521379470825,0.0004734620451927185,0.018613364547491074
29,0.006304147187620401,0.05935116112232208,0.00019201972463633865,0.009787693619728088
30,0.006753004156053066,0.060369521379470825,0.0001929402642417699,0.009796666912734509
31,0.005062856245785952,0.05352542921900749,0.00026015477487817407,0.012404740788042545
32,0.004893135279417038,0.05154247209429741,0.0003420840948820114,0.014877157285809517
33,0.003915796987712383,0.04648294299840927,0.0001937909983098507,0.00973409041762352
34,0.0034662242978811264,0.044353898614645004,0.00020558024698402733,0.01022364106029272
35,0.0031724455766379833,0.04301150515675545,0.00027227462851442397,0.012399701401591301
36,0.003503347048535943,0.04470657557249069,0.0003142170317005366,0.013995891436934471
37,0.003340434981510043,0.04309862479567528,0.00020109856268391013,0.009811848402023315
38,0.00370105286128819,0.045380283147096634,0.00020140713604632765,0.009985028766095638
39,0.0037783810403198004,0.04582637548446655,0.00020867999410256743,0.010011861100792885
