,loss,mae,val_loss,val_mae
0,0.40637466311454773,0.4052864611148834,0.008389142341911793,0.07263496518135071
1,0.1118621826171875,0.2621431052684784,0.005078358110040426,0.054069846868515015
2,0.10791046917438507,0.2531226575374603,0.003953875042498112,0.044141680002212524
3,0.0707162395119667,0.20283110439777374,0.007202873472124338,0.05929987132549286
4,0.03287844732403755,0.13124138116836548,0.0045595187693834305,0.04836316034197807
5,0.016670750454068184,0.09725281596183777,0.00382972857914865,0.04254130274057388
6,0.015874793753027916,0.09451644122600555,0.003181657288223505,0.0356246717274189
7,0.014385280199348927,0.08970735967159271,0.003335734363645315,0.037340544164180756
8,0.011569703929126263,0.08033716678619385,0.0045914719812572,0.04560331255197525
9,0.012526177801191807,0.08471131324768066,0.00337743922136724,0.03853784129023552
10,0.01737644150853157,0.09864378720521927,0.003481605090200901,0.03850556164979935
11,0.02547975443303585,0.11732373386621475,0.00455042440444231,0.047389473766088486
12,0.03242911398410797,0.13207224011421204,0.003555513685569167,0.03864742070436478
13,0.03555237874388695,0.13441793620586395,0.005231752526015043,0.0511726438999176
14,0.022015895694494247,0.1062779650092125,0.004633069038391113,0.04639103263616562
15,0.01671610027551651,0.09284912794828415,0.010228044353425503,0.07979290187358856
16,0.021128324791789055,0.10789373517036438,0.003631911939010024,0.040686652064323425
