,loss,mae,val_loss,val_mae
0,0.4168627858161926,0.4487627148628235,0.005116351880133152,0.05470879748463631
1,0.12252714484930038,0.27286049723625183,0.004037103150039911,0.045984331518411636
2,0.09588522464036942,0.23637263476848602,0.003524614265188575,0.04020724073052406
3,0.09868565201759338,0.24447797238826752,0.009604770690202713,0.09200944006443024
4,0.1194424033164978,0.2642275094985962,0.0007771480595692992,0.020017020404338837
5,0.07168896496295929,0.19354930520057678,0.0008696824079379439,0.02452351152896881
6,0.06761708855628967,0.19265523552894592,0.0006857393309473991,0.021494360640645027
7,0.05811071768403053,0.18117694556713104,0.0013550061266869307,0.032160744071006775
8,0.0720808207988739,0.20107688009738922,0.014109225943684578,0.09033229202032089
9,0.04419510439038277,0.1547345519065857,0.002735653892159462,0.043986473232507706
10,0.05705912038683891,0.18107880651950836,0.0010375580750405788,0.027688823640346527
11,0.02801123447716236,0.12251073867082596,0.001057600835338235,0.024017849937081337
12,0.0440974198281765,0.15978267788887024,0.0019816835410892963,0.039097052067518234
13,0.05543258413672447,0.178116574883461,0.0007745465845800936,0.0219554603099823
14,0.040009479969739914,0.15167976915836334,0.0006139581673778594,0.01982654444873333
15,0.0356307290494442,0.14141812920570374,0.00047613648348487914,0.01674695499241352
16,0.033208247274160385,0.1365123987197876,0.0012137771118432283,0.029380766674876213
17,0.03497738763689995,0.14287686347961426,0.0028211851604282856,0.04805290326476097
18,0.0314386822283268,0.13406045734882355,0.0003746654256246984,0.013606026768684387
19,0.03073507733643055,0.1318598985671997,0.0011914820643141866,0.03115309774875641
20,0.02724633179605007,0.12629570066928864,0.000370959984138608,0.013624796643853188
21,0.023709585890173912,0.11660406738519669,0.0004358388832770288,0.015363921411335468
22,0.02418818324804306,0.1194433644413948,0.0026008940767496824,0.04586058109998703
23,0.019525902345776558,0.1066717654466629,0.00040991156129166484,0.014860824681818485
24,0.016933860257267952,0.09826339781284332,0.0020048038568347692,0.04120182991027832
25,0.015011380426585674,0.09442520886659622,0.0003887175698764622,0.014284167438745499
26,0.012414291501045227,0.08592165261507034,0.0010121025843545794,0.028339160606265068
27,0.011328152380883694,0.08211464434862137,0.00042391015449538827,0.01501660980284214
28,0.009336094371974468,0.07369665056467056,0.0004813799459952861,0.017394058406352997
29,0.008230652660131454,0.06918078660964966,0.0003451056545600295,0.013175234198570251
30,0.0071779838763177395,0.06450514495372772,0.00028467958327382803,0.01101691834628582
31,0.00555182620882988,0.05710484832525253,0.000315343146212399,0.012210020795464516
32,0.004894691053777933,0.05346683785319328,0.000283731147646904,0.010896382853388786
33,0.00400024326518178,0.049092523753643036,0.0007170118624344468,0.02292810007929802
34,0.003783408785238862,0.04689452052116394,0.0006001185975037515,0.020463189110159874
35,0.0032473283354192972,0.044081706553697586,0.0004471832944545895,0.015233483165502548
36,0.0026258642319589853,0.039524566382169724,0.00037211578455753624,0.013611636124551296
37,0.002046769019216299,0.034203361719846725,0.00038825199590064585,0.014164263382554054
38,0.0017594652017578483,0.0324348583817482,0.00030218783649615943,0.011540439911186695
39,0.0016090458957478404,0.031044887378811836,0.0002885135472752154,0.011171743273735046
40,0.001203385298140347,0.02638363465666771,0.0003213213640265167,0.01189009565860033
41,0.0009884004248306155,0.024316778406500816,0.00028998591005802155,0.011220301501452923
42,0.0008311733836308122,0.021943751722574234,0.00029774339054711163,0.011161339469254017
