,accuracy,loss,val_accuracy,val_loss
0,0.515289843082428,0.7371384501457214,0.5072992444038391,0.7002467513084412
1,0.515289843082428,0.7269077897071838,0.48175182938575745,0.7361319661140442
2,0.4988589584827423,0.7276514768600464,0.529197096824646,0.6909916996955872
3,0.5025102496147156,0.7308958172798157,0.5346715450286865,0.6958761811256409
4,0.5029667019844055,0.720441460609436,0.4616788327693939,0.7797361612319946
5,0.4965769052505493,0.7305466532707214,0.5018247961997986,0.6963320374488831
6,0.5116385221481323,0.7114912867546082,0.4799270033836365,0.6995195746421814
7,0.4965769052505493,0.7184335589408875,0.5218977928161621,0.6909703016281128
8,0.500228226184845,0.7236896753311157,0.525547444820404,0.6933289170265198
9,0.4933820068836212,0.7100382447242737,0.510948896408081,0.6927624344825745
10,0.5052487254142761,0.716611385345459,0.514598548412323,0.6925723552703857
11,0.49383842945098877,0.725417971611023,0.5036496520042419,0.7008069157600403
12,0.5139206051826477,0.7124005556106567,0.5054744482040405,0.7007366418838501
13,0.5038794875144958,0.7121175527572632,0.529197096824646,0.6909499168395996
14,0.5098128914833069,0.7144412398338318,0.5310218930244446,0.692212700843811
15,0.5180283188819885,0.7113674283027649,0.514598548412323,0.6950069069862366
16,0.49201276898384094,0.7194727063179016,0.5054744482040405,0.6992459893226624
17,0.5171154737472534,0.7056292295455933,0.529197096824646,0.6962207555770874
18,0.5157462358474731,0.707394540309906,0.5054744482040405,0.6942863464355469
19,0.49840256571769714,0.7071454524993896,0.5018247961997986,0.7004392743110657
20,0.4997718036174774,0.7035030722618103,0.5091241002082825,0.7022039890289307
21,0.5125513672828674,0.6995127201080322,0.5054744482040405,0.6957351565361023
22,0.514833390712738,0.6988213658332825,0.5383211970329285,0.6909419894218445
23,0.5107256770133972,0.7003540992736816,0.5127737522125244,0.6922821998596191
24,0.530351459980011,0.697424590587616,0.5127737522125244,0.7030364274978638
25,0.514833390712738,0.7002810835838318,0.5054744482040405,0.6968849301338196
26,0.5184847116470337,0.6973511576652527,0.5054744482040405,0.6962963938713074
27,0.5084436535835266,0.7004442811012268,0.5072992444038391,0.6916313171386719
28,0.5143769979476929,0.699419379234314,0.5328466892242432,0.6905512809753418
29,0.5098128914833069,0.6977304220199585,0.5182482004165649,0.6910194158554077
30,0.5175718665122986,0.6982951760292053,0.5127737522125244,0.6929560899734497
31,0.5289822220802307,0.694785475730896,0.5036496520042419,0.7043473124504089
32,0.4956640899181366,0.7027522921562195,0.5200729966163635,0.6918543577194214
33,0.5257872939109802,0.7018297910690308,0.5036496520042419,0.6938818097114563
34,0.49931538105010986,0.7045736908912659,0.5072992444038391,0.6984215974807739
35,0.5015974640846252,0.7051898837089539,0.48905110359191895,0.7001626491546631
36,0.5038794875144958,0.7017294764518738,0.5054744482040405,0.7039231657981873
37,0.5257872939109802,0.6984800696372986,0.5072992444038391,0.7012699246406555
38,0.49748972058296204,0.7051380276679993,0.5310218930244446,0.6909162998199463
